6.003104553235982799e-01 5.765737146146215908e-01 5.023625022919397942e-01 5.144152086135319601e-01 8.622392326095151827e-02 1.088288471561365656e+00 -1.119151960887294628e+00 2.457738555970628569e-01 -3.388901535565165823e-01 4.130862139752240481e-01
5.732465195283962256e-01 5.895536673327457233e-01 5.481749694388903249e-01 5.056654932489982324e-01 1.216104504311309037e-01 1.008343811221116049e+00 -1.163683092714416834e+00 3.053887726275267278e-01 -3.644074968639574030e-01 3.986006133122732553e-01
5.441101902467052609e-01 6.004687843597975583e-01 5.920876085628160590e-01 4.951167110273428928e-01 1.565898735973711431e-01 9.247523108688817661e-01 -1.204185321590973912e+00 3.639905328026080134e-01 -3.886518477087847478e-01 3.827062932492439895e-01
5.129469090526248554e-01 6.092881884618911448e-01 6.339724635774146577e-01 4.827845717911647405e-01 1.910589693131898303e-01 8.377068660361188801e-01 -1.240577748975099093e+00 4.214326500527858510e-01 -4.115455162374346831e-01 3.654519725556767407e-01
4.798044668765562570e-01 6.159829915132649658e-01 6.737027308004264192e-01 4.686867425103179441e-01 2.249142423298227389e-01 7.474053478929711947e-01 -1.272783361604473029e+00 4.775688218633666882e-01 -4.330116105514104641e-01 3.468882069582827077e-01
4.447331817818379607e-01 6.205263419534977620e-01 7.111525295702281202e-01 4.528429741323452551e-01 2.580516672630858710e-01 6.540512602984379642e-01 -1.300729136184517021e+00 5.322526406305037039e-01 -4.529738913035925574e-01 3.270676152037554907e-01
4.077861205443438775e-01 6.228935266417064964e-01 7.461967435310961072e-01 4.352752689907817274e-01 2.903664611840466869e-01 5.578544483574496837e-01 -1.324346250137588665e+00 5.853373558497837470e-01 -4.713566728527687211e-01 3.060451276353238770e-01
3.690193596322284275e-01 6.230621267597004076e-01 7.787109396131817185e-01 4.160080859498163086e-01 3.217528942582735807e-01 4.590318417154159447e-01 -1.343570397886066692e+00 6.366756956944241708e-01 -4.880847753653586585e-01 2.838782518503427110e-01
3.284922805622463304e-01 6.210122266273728764e-01 8.085713706843393744e-01 3.950685798844539298e-01 3.521041450863022781e-01 3.578082151286650081e-01 -1.358342210603169065e+00 6.861197557736818942e-01 -5.030835315632004034e-01 2.606273496969585546e-01
2.862678940441940045e-01 6.167266735141198053e-01 8.356550667264450727e-01 3.724868715529079388e-01 3.813122068453364544e-01 2.544169483585158043e-01 -1.368607775842237251e+00 7.335209620001246211e-01 -5.162788510792140073e-01 2.363559196243197047e-01
2.424131868221602037e-01 6.101913857680207887e-01 8.598400182004086734e-01 3.482963434183017348e-01 4.092678497047024799e-01 1.491007671532121881e-01 -1.374319251964205346e+00 7.787301135457687096e-01 -5.275973446063895178e-01 2.111308782257070860e-01
1.969994846859673132e-01 6.013957058480472462e-01 8.810054540240335186e-01 3.225339565253266261e-01 4.358606442915428647e-01 4.211244700946059627e-02 -1.375435570839920185e+00 8.215975108414443895e-01 -5.369665092179340959e-01 1.850228347094390602e-01
1.501028247633036106e-01 5.903327941415328350e-01 8.990322153080911871e-01 2.952405831392305169e-01 4.609790502257451461e-01 -6.628453845462467520e-02 -1.371923220924329723e+00 8.619731724816511731e-01 -5.443149754059547485e-01 1.581063519998464062e-01
1.018043299167624705e-01 5.770000587871249031e-01 9.138032246917280332e-01 2.664613495138613564e-01 4.845105729318198717e-01 -1.758154423311161230e-01 -1.363757101498113133e+00 8.997071437497403679e-01 -5.495728155413598381e-01 1.304601882107102040e-01
5.219057786372185981e-02 5.613996161096057591e-01 9.252040498022033876e-01 2.362459828763398828e-01 5.063419910786334244e-01 -2.861937597125905341e-01 -1.350921437663235469e+00 9.346498982873499006e-01 -5.526719126075808619e-01 1.021675123462619239e-01
1.353957513353182263e-03 5.435387757140583975e-01 9.331235580496868298e-01 2.046491565015771397e-01 5.263596561042767075e-01 -3.971208499286684734e-01 -1.333410744575341367e+00 9.666528332097921172e-01 -5.535463872140866659e-01 7.331608826941216073e-02
-5.060699502415202944e-02 5.234305437890303114e-01 9.374546586692100725e-01 1.717308266029285435e-01 5.444498643620293565e-01 -5.082856812514759959e-01 -1.311230828410119731e+00 9.955688567282100498e-01 -5.521330800614092649e-01 4.399842123181912923e-02
-1.035872882547983764e-01 5.010941377372802874e-01 9.380951266525360266e-01 1.375565546878089740e-01 5.604993014838133281e-01 -6.193647124384569214e-01 -1.284399810703881872e+00 1.021253066092576933e+00 -5.483720862162952958e-01 1.431186158355279847e-02
-1.574752023112870603e-01 4.765555048932973436e-01 9.349485019860774848e-01 1.021978090203609357e-01 5.743955576093177084e-01 -7.300219241478967946e-01 -1.252949161990415838e+00 1.043563512429935836e+00 -5.422073367722609616e-01 -1.564133933140132715e-02
-2.121520583069302079e-01 4.498478378034167502e-01 9.279250564402112822e-01 6.573223889793340657e-02 5.860277111819700568e-01 -8.399090117631002883e-01 -1.216924730085348294e+00 1.062362047832652534e+00 -5.335872227256528433e-01 -4.575402563725711191e-02
-2.674920368830686623e-01 4.210120783405197908e-01 9.169428190528710054e-01 2.824391558407680913e-02 5.952869780768605956e-01 -9.486657495095007775e-01 -1.176387747952772456e+00 1.077515248864596042e+00 -5.224652551982837956e-01 -7.591418978165132003e-02
-3.233620524190723988e-01 3.900974028038489139e-01 9.019286504282248984e-01 -1.017646605276557176e-02 6.020674219104039659e-01 -1.055920533960839958e+00 -1.131415805832558075e+00 1.088895409511660972e+00 -5.088007554924836029e-01 -1.060050852585666670e-01
-3.796216889152118634e-01 3.571616801173507216e-01 8.828193550407388290e-01 -4.943143087018699033e-02 6.062667204965292989e-01 -1.161291113123049445e+00 -1.082103772214532356e+00 1.096381595519032803e+00 -4.925595678800738231e-01 -1.359054020650098948e-01
-4.361232030260783210e-01 3.222718952883824040e-01 8.595628199063976016e-01 -8.941661708531159491e-02 6.077869825688561045e-01 -1.264385505276001131e+00 -1.028564648320190233e+00 1.099860751042705198e+00 -4.737147875098991490e-01 -1.654895071070850987e-01
-4.927115991205119894e-01 2.855045304229302250e-01 8.321191672658053706e-01 -1.300207251373931561e-01 6.065356080917079229e-01 -1.364803109663410119e+00 -9.709303409946161700e-01 1.099228847608071824e+00 -4.522474953751137172e-01 -1.946277510850672465e-01
-5.492247805785789305e-01 2.469458958131979520e-01 8.004619083266812929e-01 -1.711255262390979914e-01 6.024261847434695394e-01 -1.462136008970228218e+00 -9.093523393201408123e-01 1.094392064524206676e+00 -4.281474919166092796e-01 -2.231868426719890164e-01
-6.054937808131004573e-01 2.066924039172082783e-01 7.645790846432890531e-01 -2.126059345526298827e-01 5.953794124818716504e-01 -1.555970461336074750e+00 -8.440022808365413853e-01 1.085267989158283264e+00 -4.014140205574013853e-01 -2.510302900630946299e-01
-6.613430767292320933e-01 1.648507794357788325e-01 7.244743833736474459e-01 -2.543301463516322580e-01 5.853240474997229992e-01 -1.645888577444200251e+00 -7.750723939863308765e-01 1.071786824838985241e+00 -3.720564722681090064e-01 -2.780189092214242486e-01
-7.165909865178505811e-01 1.215381991569060571e-01 6.801682124568623200e-01 -2.961598489079882435e-01 5.721978563583024480e-01 -1.731470176020214913e+00 -7.027758042922773729e-01 1.053892593638392272e+00 -3.400950621588620937e-01 -3.040113973852025531e-01
-7.710501528246862524e-01 7.688235577749286120e-02 6.316987216961600371e-01 -3.379505011799138758e-01 5.559485706501718916e-01 -1.812294808895402509e+00 -6.273466928106627982e-01 1.031544320885148025e+00 -3.055614690800922406e-01 -3.288649696431042990e-01
-8.245281114553475454e-01 3.102144052297223231e-02 5.791227558203867476e-01 -3.795516876802281225e-01 5.365348321989168445e-01 -1.887943944657896722e+00 -5.490402965793170775e-01 1.004717187993166672e+00 -2.684994292949037797e-01 -3.524360556314152237e-01
-8.768279448750164740e-01 -1.589595993849871047e-02 5.225167258287179983e-01 -4.208075461778934545e-01 5.139271185547458209e-01 -1.958003297853010860e+00 -4.681327420841356335e-01 9.734036400538357281e-01 -2.289652754593974882e-01 -3.745810526701598420e-01
-9.277490188493220380e-01 -6.371105605484797541e-02 4.619773852995590624e-01 -4.615572691386639059e-01 4.881086383956078634e-01 -2.022065288722788345e+00 -3.849207041903500714e-01 9.376144346386124928e-01 -1.870284124138424930e-01 -3.951571309408626886e-01
-9.770877996585531911e-01 -1.122551404006034981e-01 3.976224988631688051e-01 -5.016356780490461853e-01 4.590761863961889122e-01 -2.079731616614852285e+00 -2.997208845126658749e-01 8.973796183947496674e-01 -1.427717216454713611e-01 -4.140230856240565416e-01
-1.024638748409866684e+00 -1.613499672828621612e-01 3.295913906951195571e-01 -5.408738689990328918e-01 4.268409471835439284e-01 -2.130615928461438990e+00 -2.128693048179595704e-01 8.527494182899678643e-01 -9.629188673055255610e-02 -4.310402302669957830e-01
-1.070195288080413532e+00 -2.108082282130020468e-01 2.580453616796110072e-01 -5.790999271306105367e-01 3.914292381589710157e-01 -2.174346562149604978e+00 -1.247204127508507177e-01 8.037950347713048727e-01 -4.769963259601961436e-02 -4.460733250480610756e-01
-1.113550838057178138e+00 -2.604341236103950852e-01 1.831679648119844961e-01 -6.161397067983135356e-01 3.528831812308030336e-01 -2.210569343190139868e+00 -3.564599893075837134e-02 7.506093246468859004e-01 2.880127944739685475e-03 -4.589915330504313884e-01
-1.154499910105503568e+00 -3.100240301781660990e-01 1.051651294512067070e-01 -6.518176735425558199e-01 3.112612938708269605e-01 -2.238950411861577727e+00 5.396607372725747975e-02 6.933073621733962799e-01 5.530824623623675773e-02 -4.696693971597655226e-01
-1.192839258906153832e+00 -3.593672624511709546e-01 2.426512618726306414e-02 -6.859578032534290326e-01 2.666389903758731306e-01 -2.259179056970857413e+00 1.437133257830713884e-01 6.320268676318769874e-01 1.094313934974073255e-01 -4.779878297643280760e-01
-1.228369079558524479e+00 -4.082469260717425108e-01 -5.928163465436164792e-02 -7.183845332093754532e-01 2.191089847825100634e-01 -2.270970531546267601e+00 2.331802976046719045e-01 5.669284935940035464e-01 1.650822244753273882e-01 -4.838351070662316733e-01
-1.260894243762873401e+00 -4.564408594081932335e-01 -1.452029764991360494e-01 -7.489237590185293669e-01 1.687815875426704748e-01 -2.274068825171707164e+00 3.219403598968361147e-01 4.981959601131429882e-01 2.220796524163283214e-01 -4.871078595135719391e-01
